sample_id,source_id,category_label,label_quality,file_path,duration_s,full_duration_s,sample_rate_hz,rms,zero_crossing_rate,spectral_centroid_hz,spectral_rolloff_hz,spectral_bandwidth_hz,spectral_flatness,dominant_freq_hz,harmonicity,low_band_ratio,mid_band_ratio,high_band_ratio,envelope_mean,envelope_std,dominant_mod_hz,transient_density,inter_event_interval_s,spectral_flux,roughness,narrowband_index,safe_archetype_tag,pca_x,pca_y,cluster_id
hf_wmms_parquet_1c5aad235016,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/walrus/72014005_1c5aad235016.wav,1.125,1.125,10240,0.0126509070396423,0.0801284833752929,319.6847619034057,541.4285714285714,348.9693959610489,0.01540660392493,420.0,2301.01123046875,0.5178664326667786,0.4402621388435364,0.0418715104460716,0.1802068054676056,0.1132164001464843,3.555555555555556,14.22222222222222,0.06396484375,2.9212829758762385e-05,0.0023091490329438,0.98459339607507,,-2.2577237747519403,-0.3962208349845748,4
hf_wmms_parquet_f69aa6ff04fe,hf_wmms_parquet,marine_mammal_whale,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/melon_headed_whale/91012047_f69aa6ff04fe.wav,0.244336,0.244336,81920,0.0524916313588619,0.1773669747689233,6468.842382060042,13113.333333333334,5855.589736873165,0.0388207994401454,80.0,83.3218002319336,0.0931117236614227,0.1337073296308517,0.7731809020042419,0.2372245788574218,0.1332014054059982,4.092725819344524,16.370903277378098,0.05902099609375,0.0001416275626979,0.0026980979449282,0.9611792005598544,,1.5469579217689484,1.3765580250830447,5
hf_wmms_parquet_072361049d90,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/ross_seal/6608500n_072361049d90.wav,2.3142,2.3142,20000,0.0659902319312095,0.1780567378951234,1438.8175011798637,2592.222222222222,1147.7742153568122,0.0585503578186035,730.0,1457.277587890625,0.0069117126986384,0.6890691518783569,0.3040192425251007,0.0507456436753273,0.049004927277565,0.5,15.556131708581798,0.0597,0.0004811339313164,0.0072909871238321,0.9414496421813964,,-0.46053522194260094,-0.2466964825772383,4
hf_wmms_parquet_ca98cc5a3aec,hf_wmms_parquet,marine_mammal_whale,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/fin_finback_whale/6106400d_ca98cc5a3aec.wav,20.0,31.403333,600,0.004613188561052,0.2406867238936578,66.5157192227803,117.8679435483871,44.31361216291361,0.129822552204132,18.75,1097.2276611328125,0.9986395835876464,0.0013600520323961,0.0,0.0923762843012809,0.1443721354007721,0.5,10.4,0.0816666666666666,3.56528653355781e-06,0.0007728464782223,0.8701774477958679,,-1.593445446731792,-1.516560605473968,3
hf_wmms_parquet_efabc6974ea6,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/spinner_dolphin/71001014_efabc6974ea6.wav,0.990425,0.990425,80000,0.036900345236063,0.1777668395744197,5409.652199929641,12333.470394736842,5950.422953290826,0.0586452297866344,78.125,2091.087646484375,0.4821965396404266,0.0546422190964221,0.4631612300872803,0.0844469740986824,0.0451159887015819,6.058005401721484,15.145013504303709,0.0705875,0.0001560551754664,0.0042290979789999,0.9413547702133656,,1.4043842514398026,-0.033560386060493844,5
hf_wmms_parquet_b445b3fde312,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/spinner_dolphin/7100103g_b445b3fde312.wav,20.0,57.361634,60600,0.024966238066554,0.1250487830435503,3887.745998730144,8890.446294019672,5079.011528122831,0.1000388637185096,29.589843750000004,571.1663208007812,0.5078972578048706,0.060076218098402,0.4320265054702759,0.1088344156742096,0.0682690739631652,0.5000000000000001,15.1,0.0626072607260726,4.008554242318496e-05,0.0016055900097852,0.8999611362814903,,0.879498620268139,-0.46209816549471944,3
hf_wmms_parquet_596418d361b3,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/spinner_dolphin/7101001e_596418d361b3.wav,1.430525,1.430525,80000,0.0193763226270675,0.2458209907288471,8516.57015701618,12332.386363636364,5644.697802684265,0.1143450140953064,39.0625,858.4647827148438,0.311882346868515,0.0276533607393503,0.6604642271995544,0.1634470671415329,0.0952309295535087,1.3980881145034163,16.07801331678929,0.05538125,5.525187953026034e-05,0.0028515152534787,0.8856549859046936,,2.392681589105535,0.16338138021044551,5
hf_wmms_parquet_fa28698d0108,hf_wmms_parquet,marine_mammal_whale,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/northern_right_whale/81015005_fa28698d0108.wav,3.200067,3.200067,14900,0.0157773997634649,0.1978607382550335,1055.8346728453178,2232.6984126984125,1402.1911458780662,0.1381252259016037,470.0,1332.6746826171875,0.063021495938301,0.8256404399871826,0.1113379001617431,0.1539313644170761,0.1407056450843811,0.5000000000000001,14.374698517229085,0.0606040268456375,3.937300425604917e-05,0.0024955318901615,0.8618747740983963,,-1.0619431859647102,-0.8884063657135522,4
hf_wmms_parquet_3c61d53837f2,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/rough_toothed_dolphin/85014001_3c61d53837f2.wav,1.353113,1.353113,81920,0.0277634598314762,0.0856232971870883,2782.048618291261,4349.906542056075,4135.25589091426,0.0291521977633237,40.0,4694.39453125,0.5686002373695374,0.0231690257787704,0.4082306325435638,0.1824206411838531,0.1105297356843948,1.4780733804252708,16.258807184677977,0.062109375,0.0001672656362643,0.0060246682968773,0.9708478022366762,,-0.36980772101822107,0.5462233358765322,3
hf_wmms_parquet_28e826198daf,hf_wmms_parquet,marine_mammal_whale,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/northern_right_whale/56017008_28e826198daf.wav,1.632941,1.632941,10200,0.0562909916043281,0.059201441008706,227.29949027374212,411.61290322580646,258.56553916915266,0.0069094845093786,150.0,57335.6484375,0.8676862716674805,0.1273020207881927,0.0050116754136979,0.23845836520195,0.1867832690477371,0.612391930835735,9.798270893371756,0.0651960784313725,0.0003541402693372,0.0062912423327021,0.9930905154906212,,-3.224150224975542,1.3235448146066517,4
hf_wmms_parquet_ca3010786616,hf_wmms_parquet,marine_mammal_whale,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/short_finned_pacific_pilot_whale/91005015_ca3010786616.wav,4.422,4.422,40000,0.0083414856344461,0.3044510654176018,6139.676672558167,9800.80409356725,3566.13610238636,0.2154156416654586,3203.125,7.518256187438965,0.0021392167545855,0.00277511915192,0.9950856566429138,0.0418102480471134,0.0289719216525554,4.5,14.92537313432836,0.0609,3.815282980212942e-06,0.0004573865072668,0.7845843583345413,,3.4940875616483065,-1.6254491481414854,7
hf_wmms_parquet_1eca15f487d5,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/common_dolphin/75003052_1eca15f487d5.wav,2.149216,2.149216,81600,0.0084672700613737,0.2577448325017819,7921.650028720738,18865.546875,10130.716954993686,0.0252100881189107,39.84375,1822.0125732421875,0.4283992052078247,0.0713593065738678,0.5002414584159851,0.1882266700267791,0.1135081723332405,0.5,15.81972447769364,0.0595343137254901,9.37776258069789e-06,0.0011075308229945,0.9747899118810892,,2.6583524995856016,0.9846147193283303,5
hf_wmms_parquet_e75ed68394e9,hf_wmms_parquet,marine_mammal_whale,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/melon_headed_whale/9101202b_e75ed68394e9.wav,1.809363,1.809363,81920,0.0700962841510772,0.180499520988787,6165.153644400499,11993.566433566431,6353.830973021196,0.0622369982302188,120.0,103.42202758789062,0.0960839018225669,0.1844054758548736,0.7195106148719788,0.0968022346496582,0.0532684363424778,1.65804227414099,16.02774198336291,0.06121826171875,0.0003017951967194,0.00430543787549,0.9377630017697812,,2.057411703713452,0.6392095962099028,5
hf_wmms_parquet_621218daa005,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/spinner_dolphin/7100300g_621218daa005.wav,1.890613,1.890613,81920,0.0155035173520445,0.1365139012642208,2890.7424213664217,5244.8,6961.99837673389,0.0343005508184433,40.0,10384.91796875,0.7465516328811646,0.1019470542669296,0.1515012979507446,0.261640340089798,0.1398214697837829,12.16536780325286,14.281083942949012,0.06820068359375,4.226385135552846e-05,0.0027260814686822,0.9656994491815568,,-0.8020777907637687,0.4981708223235682,0
hf_wmms_parquet_51d36b9eea07,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/atlantic_spotted_dolphin/6102603v_51d36b9eea07.wav,1.4835,1.4835,80000,0.098759189248085,0.1524953867154256,5280.415602353086,6791.392543859649,3116.2955989781776,0.0089255655184388,39.0625,4312.97216796875,0.0706609264016151,0.0013373158872127,0.928001880645752,0.0941000655293464,0.1160662397742271,0.6740815638692281,6.740815638692282,0.0690125,0.0009566302760504,0.0096864938171744,0.9910744344815612,,0.5086480780560588,2.172969021493091,5
hf_wmms_parquet_7c91b6ee0e84,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/white_beaked_dolphin/72005008_7c91b6ee0e84.wav,2.436931,2.436931,60600,0.0027874391525983,0.2456442099988488,6261.6695084736175,11833.661358173078,5473.131802294735,0.1680864244699478,2160.0585937500005,47.54387283325195,0.0354765206575393,0.0075022233650088,0.9570209980010986,0.2040859162807464,0.113490030169487,0.5000000000000001,15.183033356356397,0.0606518151815181,4.7202661335177254e-07,0.0001693405980691,0.8319135755300522,,2.80135724314891,-0.1848249060231763,5
hf_wmms_parquet_0266d69f3ac3,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/spinner_dolphin/7100801e_0266d69f3ac3.wav,1.317475,1.317475,80000,0.0276781786233186,0.270757232179284,10786.98019585593,14122.4474009901,5108.1450595830365,0.1309359669685363,11757.8125,237.51763916015625,0.0347184054553508,0.0072326730005443,0.9580489993095398,0.0771920457482338,0.0520017519593238,0.7590276855348298,16.698609081766257,0.0597625,0.000195358734345,0.0070582221827782,0.8690640330314636,,4.387358449922166,0.6701773152508542,5
hf_wmms_parquet_dec61d5a5f77,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/atlantic_spotted_dolphin/6102500b_dec61d5a5f77.wav,1.222706,1.222706,60600,0.0024761548265814,0.4173426007152979,13845.967356491165,19159.215448943665,5602.332124496179,0.2803293466567993,13818.457031250002,36.46424865722656,6.036545528331772e-05,0.0001591874897712,0.9997801780700684,0.0883504748344421,0.0854860544204711,3.271431656229756,15.539300367091345,0.0617986798679868,5.671626013281639e-07,0.0002290497326785,0.7196706533432007,,6.112544403714759,-0.44494192788406756,5
hf_wmms_parquet_9445c8926bb2,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/clymene_dolphin/8300604s_9445c8926bb2.wav,20.0,20.759455,60600,0.0416476801037788,0.0352607551656395,858.7511082197278,1602.1323266973354,1604.425976447641,0.0160044841468334,29.589843750000004,46301.95703125,0.9694435000419616,0.0073075713589787,0.0232487972825765,0.1074083596467971,0.0769900605082511,0.5000000000000001,13.95,0.0681765676567656,0.0003551638801582,0.0085278190589411,0.9839955158531666,,-1.9912072004238115,0.23021651958858907,3
hf_wmms_parquet_7c1c35914bce,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/narwhal/75014016_7c1c35914bce.wav,1.417969,1.417969,81920,0.0912680923938751,0.2391032980655825,7977.770529651578,17286.785714285714,8220.050003712715,0.1096548438072204,40.0,124.16017150878906,0.0693258866667747,0.0836371779441833,0.8470369577407837,0.1509392857551574,0.0963826403021812,1.4104683195592287,14.8099173553719,0.068560791015625,0.000535920204129,0.0058719338825488,0.8903451561927795,,2.958484281031297,1.5252862667378682,5
hf_wmms_parquet_41822e2db13b,hf_wmms_parquet,marine_mammal_whale,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/bowhead_whale/8800600h_41822e2db13b.wav,5.3667,5.3667,10000,0.0288429353386163,0.1539149554652852,626.7812916253029,996.4150943396228,547.9164210893466,0.0674236938357353,600.0,1369.2464599609375,0.0210602991282939,0.8732021450996399,0.1057375818490982,0.1492099910974502,0.1374178230762481,0.5,9.689380811299309,0.0683,0.0001202282510348,0.0041683777888488,0.9325763061642648,,-2.004858752835981,-0.20535479586846547,4
hf_wmms_parquet_19091c1ab3a9,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/frasers_dolphin/9101301n_19091c1ab3a9.wav,20.0,28.834851,60600,0.1192434951663017,0.2315868247416045,5023.3940626025205,9645.337781567265,5592.015587887787,0.1100487634539604,59.17968750000001,431.3273315429688,0.3382272124290466,0.1781978458166122,0.4835750162601471,0.1425147056579589,0.0963829085230827,0.5000000000000001,14.5,0.0649504950495049,0.0017119164112955,0.0143564762915886,0.8899512365460396,,0.9962455159388632,2.0919332997710183,5
hf_wmms_parquet_a2f47bb6f9f1,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/common_dolphin/7500303y_a2f47bb6f9f1.wav,1.473529,1.473529,81600,0.0148903261870145,0.2998361596486997,10111.92104456936,18110.014816810344,8044.669055729103,0.0789818093180656,10797.65625,238.7309112548828,0.0591869875788688,0.0231669526547193,0.917646050453186,0.0515382960438728,0.0539354011416435,0.6786427145708583,14.93013972055888,0.0704779411764705,3.5563494748203084e-05,0.00238836237025,0.9210181906819344,,4.703375167851167,0.584175409377907,5
hf_wmms_parquet_445214a017ad,hf_wmms_parquet,marine_mammal_whale,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/short_finned_pacific_pilot_whale/9100501t_445214a017ad.wav,0.5432,0.5432,40000,0.0107706217095255,0.3132507939430202,5759.9563527476175,8822.265625,3226.037187168118,0.1287655532360077,1875.0,19.138166427612305,0.0013034663861617,0.0027596319559961,0.995936930179596,0.1928271800279617,0.1068485975265502,1.840942562592047,16.568483063328422,0.06255,9.552662049827632e-06,0.0008869183512862,0.8712344467639923,,2.49607381472291,-0.29656970746809685,5
hf_wmms_parquet_483c3ee902f3,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/common_dolphin/7500304l_483c3ee902f3.wav,2.977414,2.977414,81600,0.0552046746015548,0.2365613526729119,8867.842787243195,14378.697695974575,6262.277498238357,0.0163133274763822,8446.875,2776.76806640625,0.0307981483638286,0.0014466714346781,0.967755138874054,0.220689907670021,0.2025738060474395,0.5,10.747580847639703,0.0576838235294117,0.0006538318120874,0.0118437762163204,0.9836866725236176,,2.4190896809354285,3.5087385105459794,5
hf_wmms_parquet_7cbf30603cd9,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/harp_seal/6701000b_7cbf30603cd9.wav,0.708984,0.708984,10240,0.0788006708025932,0.095880975340956,405.30557553015376,595.3846153846154,295.11457227872745,0.0116216177120804,570.0,205770.171875,0.0145153310149908,0.9797550439834596,0.005729854106903,0.2044340223073959,0.268954187631607,1.4104683195592287,12.694214876033058,0.07373046875,0.0019931031856685,0.0252929723229932,0.9883783822879196,,-3.9495097495682754,3.8041305934489134,6
hf_wmms_parquet_2407364c3b21,hf_wmms_parquet,marine_mammal_orca,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/false_killer_whale/61023018_2407364c3b21.wav,1.059363,1.059363,81920,0.0301134642213583,0.2726717522066788,10720.803767439247,16697.831325301206,6806.648425921296,0.1265833079814911,17640.0,39.91456604003906,1.2227763363625854e-05,0.0138943316414952,0.9860933423042296,0.0182362981140613,0.0472969412803649,0.943963679522487,9.439636795224873,0.05736083984375,4.712840745924041e-05,0.0015650277600492,0.8734166920185089,,5.031189333221446,0.7835754179080507,5
hf_wmms_parquet_9cf1276d4c2d,hf_wmms_parquet,marine_mammal_whale,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/fin_finback_whale/6107900i_9cf1276d4c2d.wav,20.0,98.973333,600,0.0097163766622543,0.2449370780898408,66.96125530939894,112.77721774193547,45.564311160826186,0.1369369626045227,18.75,1081.040283203125,0.9989012479782104,0.0010988127905875,0.0,0.1170604228973388,0.1752405166625976,0.5,9.05,0.0766666666666666,1.388491455145413e-05,0.0014290218496741,0.8630630373954773,,-1.7693886903693683,-1.133066840813472,3
hf_wmms_parquet_45200d0b1ccc,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/white_beaked_dolphin/7200500y_45200d0b1ccc.wav,2.565017,2.565017,60600,0.0022676135413348,0.2040736237366426,5056.546622176947,8151.607421875002,4610.855222587586,0.1454270035028457,59.17968750000001,155.79835510253906,0.0628293603658676,0.0116356061771512,0.9255348443984984,0.2435198128223419,0.129980057477951,0.5000000000000001,14.034997426659803,0.0685313531353135,2.634919269439706e-07,0.0001161978979331,0.8545729964971542,,1.6619426766763867,-0.13437895832755142,5
hf_wmms_parquet_3ec5558f88e5,hf_wmms_parquet,marine_mammal_whale,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/short_finned_pacific_pilot_whale/9100501d_3ec5558f88e5.wav,1.9825,1.9825,40000,0.0100245811045169,0.3030933555278124,6474.312308711996,10386.770148026317,3622.0266828579,0.2508615553379059,4921.875,10.65816879272461,0.0014386333059519,0.0019056185847148,0.996655821800232,0.0280195642262697,0.0211248248815536,0.5044136191677175,15.132408575031526,0.0664,5.953677828074433e-06,0.0005939078915524,0.7491384446620941,,3.874282373919279,-1.7678894748444796,7
hf_wmms_parquet_b9b634c062f7,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/pantropical_spotted_dolphin/9004401v_b9b634c062f7.wav,0.992079,0.992079,60600,0.0318182036280632,0.3863171376769407,11889.627557517952,18819.659745065797,6650.025429703082,0.1297138631343841,21097.558593750004,22.260986328125,2.634718839544803e-06,2.97752812912222e-05,0.9999675750732422,0.138611227273941,0.0910866260528564,1.007984031936128,15.119760479041917,0.0638778877887788,0.0001086283737095,0.0034140322620314,0.8702861368656158,,5.674603048898932,1.4905184933049556,1
hf_wmms_parquet_3a11289e2689,hf_wmms_parquet,marine_mammal_whale,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/sperm_whale/94004005_3a11289e2689.wav,0.628317,0.628317,60600,0.0155416820198297,0.1851083388049901,4512.840460924039,8181.591796875002,3984.814199951227,0.0836074501276016,7071.972656250001,340.26300048828125,0.0434422940015792,0.099178746342659,0.8573789596557617,0.0821831747889518,0.0741902962327003,12.73242987708793,14.32398361172392,0.073523102310231,1.805507599783596e-05,0.0011617195599316,0.9163925498723984,,1.8680632200331868,-0.3579546148520321,5
