sample_id,source_id,category_label,label_quality,file_path,duration_s,full_duration_s,sample_rate_hz,rms,zero_crossing_rate,spectral_centroid_hz,spectral_rolloff_hz,spectral_bandwidth_hz,spectral_flatness,dominant_freq_hz,harmonicity,low_band_ratio,mid_band_ratio,high_band_ratio,envelope_mean,envelope_std,dominant_mod_hz,transient_density,inter_event_interval_s,spectral_flux,roughness,narrowband_index,safe_archetype_tag
hf_wmms_parquet_020e291d52bf,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/common_dolphin/7500304q_020e291d52bf.wav,0.220699,0.220699,81600,0.012141873128712177,0.22839848956019546,7324.090734539202,14338.76953125,8113.81010513722,0.018192358314990997,9761.71875,5575.1552734375,0.1872360110282898,0.03155888617038727,0.7812050580978394,0.2915339469909668,0.1854889839887619,4.531067799433616,18.124271197734465,0.06830882352941177,3.0455918022198603e-05,0.002508337691955488,0.981807641685009,
hf_wmms_parquet_0532ae759abe,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/grampus_rissos_dolphin/8500900t_0532ae759abe.wav,0.384375,0.384375,81920,0.06827548891305923,0.2907549147267126,11902.404232602183,21321.379310344826,9183.552420713728,0.19241338968276978,24200.0,29.333110809326172,0.025833124294877052,0.09909719973802567,0.8750697374343872,0.09367703646421432,0.09056549519300461,2.6016260162601625,15.609756097560975,0.05302734375,0.00022733307559974492,0.003329644052580818,0.8075866103172302,
hf_wmms_parquet_2957192fe60e,hf_wmms_parquet,marine_mammal_whale,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/sperm_whale/7702800u_2957192fe60e.wav,0.939844,0.939844,81920,0.12879042327404022,0.13669130158070425,4801.565607068451,7592.4324324324325,3790.0510829580317,0.016031980514526367,4560.0,2652.666015625,0.10222965478897095,0.026300670579075813,0.8714696764945984,0.18334420025348663,0.14305421710014343,1.0640066500415626,10.640066500415628,0.0778076171875,0.0025082433130592108,0.019475386828279116,0.9839680194854736,
hf_wmms_parquet_1c5aad235016,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/walrus/72014005_1c5aad235016.wav,1.125,1.125,10240,0.012650907039642334,0.08012848337529299,319.6847619034057,541.4285714285714,348.9693959610489,0.015406603924930096,420.0,2301.01123046875,0.5178664326667786,0.4402621388435364,0.041871510446071625,0.1802068054676056,0.11321640014648438,3.5555555555555554,14.222222222222221,0.06396484375,2.9212829758762382e-05,0.0023091490329438967,0.9845933960750699,
hf_wmms_parquet_f69aa6ff04fe,hf_wmms_parquet,marine_mammal_whale,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/melon_headed_whale/91012047_f69aa6ff04fe.wav,0.244336,0.244336,81920,0.05249163135886192,0.1773669747689233,6468.842382060042,13113.333333333334,5855.589736873165,0.03882079944014549,80.0,83.3218002319336,0.09311172366142273,0.13370732963085175,0.7731809020042419,0.23722457885742188,0.13320140540599823,4.092725819344524,16.370903277378098,0.05902099609375,0.00014162756269797683,0.00269809794492829,0.9611792005598545,
hf_wmms_parquet_072361049d90,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/ross_seal/6608500n_072361049d90.wav,2.3142,2.3142,20000,0.06599023193120956,0.17805673789512347,1438.8175011798635,2592.222222222222,1147.7742153568122,0.058550357818603516,730.0,1457.277587890625,0.006911712698638439,0.6890691518783569,0.3040192425251007,0.0507456436753273,0.049004927277565,0.5,15.556131708581798,0.0597,0.00048113393131643534,0.007290987123832122,0.9414496421813965,
hf_wmms_parquet_ca98cc5a3aec,hf_wmms_parquet,marine_mammal_whale,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/fin_finback_whale/6106400d_ca98cc5a3aec.wav,20.0,31.403333,600,0.004613188561052084,0.2406867238936578,66.5157192227803,117.8679435483871,44.31361216291361,0.12982255220413208,18.75,1097.2276611328125,0.9986395835876465,0.0013600520323961973,0.0,0.09237628430128098,0.1443721354007721,0.5,10.4,0.08166666666666667,3.56528653355781e-06,0.0007728464782223997,0.8701774477958679,
hf_wmms_parquet_efabc6974ea6,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/spinner_dolphin/71001014_efabc6974ea6.wav,0.990425,0.990425,80000,0.036900345236063004,0.17776683957441974,5409.652199929641,12333.470394736842,5950.422953290826,0.058645229786634445,78.125,2091.087646484375,0.48219653964042664,0.054642219096422195,0.4631612300872803,0.0844469740986824,0.045115988701581955,6.058005401721484,15.145013504303709,0.0705875,0.00015605517546646297,0.0042290979789999334,0.9413547702133656,
hf_wmms_parquet_b445b3fde312,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/spinner_dolphin/7100103g_b445b3fde312.wav,20.0,57.361634,60600,0.02496623806655407,0.12504878304355035,3887.745998730144,8890.446294019672,5079.011528122831,0.10003886371850967,29.589843750000004,571.1663208007812,0.5078972578048706,0.06007621809840202,0.4320265054702759,0.1088344156742096,0.06826907396316528,0.5000000000000001,15.1,0.0626072607260726,4.008554242318496e-05,0.0016055900097852478,0.8999611362814903,
hf_wmms_parquet_596418d361b3,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/spinner_dolphin/7101001e_596418d361b3.wav,1.430525,1.430525,80000,0.019376322627067566,0.24582099072884717,8516.57015701618,12332.386363636364,5644.697802684265,0.1143450140953064,39.0625,858.4647827148438,0.311882346868515,0.02765336073935032,0.6604642271995544,0.1634470671415329,0.09523092955350876,1.3980881145034165,16.07801331678929,0.05538125,5.525187953026034e-05,0.002851515253478761,0.8856549859046936,
hf_wmms_parquet_fa28698d0108,hf_wmms_parquet,marine_mammal_whale,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/northern_right_whale/81015005_fa28698d0108.wav,3.200067,3.200067,14900,0.015777399763464928,0.19786073825503356,1055.8346728453178,2232.6984126984125,1402.1911458780662,0.1381252259016037,470.0,1332.6746826171875,0.06302149593830109,0.8256404399871826,0.11133790016174316,0.1539313644170761,0.1407056450843811,0.5000000000000001,14.374698517229085,0.060604026845637586,3.937300425604917e-05,0.0024955318901615257,0.8618747740983963,
hf_wmms_parquet_3c61d53837f2,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/rough_toothed_dolphin/85014001_3c61d53837f2.wav,1.353113,1.353113,81920,0.02776345983147621,0.08562329718708839,2782.048618291261,4349.906542056075,4135.25589091426,0.029152197763323784,40.0,4694.39453125,0.5686002373695374,0.023169025778770447,0.40823063254356384,0.18242064118385315,0.11052973568439484,1.4780733804252708,16.258807184677977,0.062109375,0.00016726563626434654,0.006024668296877328,0.9708478022366762,
hf_wmms_parquet_28e826198daf,hf_wmms_parquet,marine_mammal_whale,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/northern_right_whale/56017008_28e826198daf.wav,1.632941,1.632941,10200,0.056290991604328156,0.05920144100870609,227.29949027374215,411.61290322580646,258.56553916915266,0.006909484509378672,150.0,57335.6484375,0.8676862716674805,0.12730202078819275,0.005011675413697958,0.23845836520195007,0.18678326904773712,0.612391930835735,9.798270893371757,0.06519607843137255,0.000354140269337222,0.006291242332702152,0.9930905154906213,
hf_wmms_parquet_ca3010786616,hf_wmms_parquet,marine_mammal_whale,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/short_finned_pacific_pilot_whale/91005015_ca3010786616.wav,4.422,4.422,40000,0.008341485634446144,0.30445106541760186,6139.6766725581665,9800.80409356725,3566.1361023863597,0.21541564166545868,3203.125,7.518256187438965,0.0021392167545855045,0.00277511915192008,0.9950856566429138,0.04181024804711342,0.028971921652555466,4.5,14.925373134328359,0.0609,3.815282980212942e-06,0.0004573865072668055,0.7845843583345413,
hf_wmms_parquet_1eca15f487d5,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/common_dolphin/75003052_1eca15f487d5.wav,2.149216,2.149216,81600,0.00846727006137371,0.2577448325017819,7921.650028720738,18865.546875,10130.716954993686,0.02521008811891079,39.84375,1822.0125732421875,0.4283992052078247,0.0713593065738678,0.5002414584159851,0.18822667002677917,0.11350817233324051,0.5,15.81972447769364,0.059534313725490194,9.37776258069789e-06,0.0011075308229945523,0.9747899118810892,
hf_wmms_parquet_e75ed68394e9,hf_wmms_parquet,marine_mammal_whale,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/melon_headed_whale/9101202b_e75ed68394e9.wav,1.809363,1.809363,81920,0.07009628415107727,0.18049952098878708,6165.153644400499,11993.566433566433,6353.830973021196,0.06223699823021889,120.0,103.42202758789062,0.09608390182256699,0.18440547585487366,0.7195106148719788,0.0968022346496582,0.0532684363424778,1.65804227414099,16.02774198336291,0.06121826171875,0.00030179519671946764,0.004305437875490067,0.9377630017697811,
hf_wmms_parquet_621218daa005,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/spinner_dolphin/7100300g_621218daa005.wav,1.890613,1.890613,81920,0.015503517352044582,0.13651390126422086,2890.7424213664217,5244.8,6961.99837673389,0.0343005508184433,40.0,10384.91796875,0.7465516328811646,0.10194705426692963,0.15150129795074463,0.261640340089798,0.13982146978378296,12.165367803252861,14.281083942949012,0.06820068359375,4.226385135552846e-05,0.0027260814686822458,0.9656994491815567,
hf_wmms_parquet_51d36b9eea07,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/atlantic_spotted_dolphin/6102603v_51d36b9eea07.wav,1.4835,1.4835,80000,0.09875918924808502,0.15249538671542565,5280.415602353086,6791.392543859649,3116.2955989781776,0.008925565518438816,39.0625,4312.97216796875,0.07066092640161514,0.0013373158872127533,0.928001880645752,0.09410006552934647,0.11606623977422714,0.6740815638692281,6.740815638692282,0.0690125,0.0009566302760504186,0.0096864938171744,0.9910744344815612,
hf_wmms_parquet_7c91b6ee0e84,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/white_beaked_dolphin/72005008_7c91b6ee0e84.wav,2.436931,2.436931,60600,0.002787439152598381,0.24564420999884884,6261.6695084736175,11833.661358173078,5473.131802294735,0.16808642446994781,2160.0585937500005,47.54387283325195,0.03547652065753937,0.007502223365008831,0.9570209980010986,0.20408591628074646,0.113490030169487,0.5000000000000001,15.183033356356397,0.06065181518151815,4.7202661335177254e-07,0.0001693405980691706,0.8319135755300522,
hf_wmms_parquet_0266d69f3ac3,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/spinner_dolphin/7100801e_0266d69f3ac3.wav,1.317475,1.317475,80000,0.027678178623318672,0.27075723217928405,10786.98019585593,14122.447400990099,5108.1450595830365,0.13093596696853638,11757.8125,237.51763916015625,0.034718405455350876,0.00723267300054431,0.9580489993095398,0.0771920457482338,0.05200175195932388,0.7590276855348298,16.698609081766257,0.0597625,0.00019535873434506357,0.007058222182778204,0.8690640330314636,
hf_wmms_parquet_dec61d5a5f77,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/atlantic_spotted_dolphin/6102500b_dec61d5a5f77.wav,1.222706,1.222706,60600,0.002476154826581478,0.41734260071529794,13845.967356491165,19159.215448943665,5602.332124496179,0.2803293466567993,13818.457031250002,36.46424865722656,6.0365455283317715e-05,0.00015918748977128416,0.9997801780700684,0.08835047483444214,0.08548605442047119,3.271431656229756,15.539300367091343,0.0617986798679868,5.671626013281639e-07,0.00022904973267851982,0.7196706533432007,
hf_wmms_parquet_9445c8926bb2,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/clymene_dolphin/8300604s_9445c8926bb2.wav,20.0,20.759455,60600,0.04164768010377884,0.035260755165639576,858.7511082197278,1602.1323266973354,1604.425976447641,0.01600448414683342,29.589843750000004,46301.95703125,0.9694435000419617,0.007307571358978748,0.02324879728257656,0.10740835964679718,0.07699006050825119,0.5000000000000001,13.95,0.06817656765676568,0.00035516388015821576,0.008527819058941117,0.9839955158531666,
hf_wmms_parquet_7c1c35914bce,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/narwhal/75014016_7c1c35914bce.wav,1.417969,1.417969,81920,0.09126809239387512,0.23910329806558253,7977.770529651578,17286.785714285714,8220.050003712715,0.10965484380722046,40.0,124.16017150878906,0.06932588666677475,0.08363717794418335,0.8470369577407837,0.15093928575515747,0.09638264030218124,1.4104683195592287,14.809917355371901,0.06856079101562501,0.00053592020412907,0.005871933882548891,0.8903451561927795,
hf_wmms_parquet_41822e2db13b,hf_wmms_parquet,marine_mammal_whale,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/bowhead_whale/8800600h_41822e2db13b.wav,5.3667,5.3667,10000,0.02884293533861637,0.15391495546528527,626.7812916253029,996.4150943396227,547.9164210893466,0.06742369383573532,600.0,1369.2464599609375,0.02106029912829399,0.8732021450996399,0.1057375818490982,0.14920999109745026,0.13741782307624817,0.5,9.689380811299309,0.0683,0.00012022825103485957,0.00416837778884882,0.9325763061642647,
hf_wmms_parquet_19091c1ab3a9,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/frasers_dolphin/9101301n_19091c1ab3a9.wav,20.0,28.834851,60600,0.11924349516630173,0.23158682474160458,5023.3940626025205,9645.337781567263,5592.015587887787,0.11004876345396042,59.17968750000001,431.32733154296875,0.33822721242904663,0.17819784581661224,0.4835750162601471,0.14251470565795898,0.09638290852308273,0.5000000000000001,14.5,0.06495049504950495,0.0017119164112955332,0.01435647629158865,0.8899512365460396,
hf_wmms_parquet_a2f47bb6f9f1,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/common_dolphin/7500303y_a2f47bb6f9f1.wav,1.473529,1.473529,81600,0.01489032618701458,0.2998361596486997,10111.921044569359,18110.014816810344,8044.669055729103,0.07898180931806564,10797.65625,238.7309112548828,0.059186987578868866,0.023166952654719353,0.917646050453186,0.05153829604387283,0.053935401141643524,0.6786427145708583,14.93013972055888,0.07047794117647059,3.5563494748203084e-05,0.0023883623702500626,0.9210181906819344,
hf_wmms_parquet_445214a017ad,hf_wmms_parquet,marine_mammal_whale,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/short_finned_pacific_pilot_whale/9100501t_445214a017ad.wav,0.5432,0.5432,40000,0.010770621709525585,0.3132507939430202,5759.9563527476175,8822.265625,3226.037187168118,0.1287655532360077,1875.0,19.138166427612305,0.0013034663861617446,0.0027596319559961557,0.995936930179596,0.19282718002796173,0.10684859752655029,1.840942562592047,16.568483063328422,0.06255,9.552662049827632e-06,0.0008869183512862862,0.8712344467639923,
hf_wmms_parquet_483c3ee902f3,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/common_dolphin/7500304l_483c3ee902f3.wav,2.977414,2.977414,81600,0.05520467460155487,0.23656135267291198,8867.842787243195,14378.697695974577,6262.277498238357,0.016313327476382256,8446.875,2776.76806640625,0.03079814836382866,0.0014466714346781373,0.967755138874054,0.22068990767002106,0.20257380604743958,0.5,10.747580847639705,0.05768382352941177,0.0006538318120874465,0.011843776216320405,0.9836866725236177,
hf_wmms_parquet_7cbf30603cd9,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/harp_seal/6701000b_7cbf30603cd9.wav,0.708984,0.708984,10240,0.07880067080259323,0.09588097534095605,405.30557553015376,595.3846153846154,295.11457227872745,0.011621617712080479,570.0,205770.171875,0.014515331014990807,0.9797550439834595,0.005729854106903076,0.20443402230739594,0.26895418763160706,1.4104683195592287,12.694214876033058,0.07373046875,0.0019931031856685877,0.02529297232299327,0.9883783822879195,
hf_wmms_parquet_2407364c3b21,hf_wmms_parquet,marine_mammal_orca,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/false_killer_whale/61023018_2407364c3b21.wav,1.059363,1.059363,81920,0.0301134642213583,0.27267175220667883,10720.803767439249,16697.831325301206,6806.648425921296,0.1265833079814911,17640.0,39.91456604003906,1.2227763363625854e-05,0.013894331641495228,0.9860933423042297,0.018236298114061356,0.04729694128036499,0.943963679522487,9.439636795224873,0.05736083984375,4.712840745924041e-05,0.0015650277600492424,0.8734166920185089,
hf_wmms_parquet_9cf1276d4c2d,hf_wmms_parquet,marine_mammal_whale,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/fin_finback_whale/6107900i_9cf1276d4c2d.wav,20.0,98.973333,600,0.009716376662254333,0.24493707808984083,66.96125530939894,112.77721774193549,45.564311160826186,0.1369369626045227,18.75,1081.040283203125,0.9989012479782104,0.0010988127905875444,0.0,0.11706042289733887,0.17524051666259766,0.5,9.05,0.07666666666666666,1.388491455145413e-05,0.0014290218496741168,0.8630630373954773,
hf_wmms_parquet_45200d0b1ccc,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/white_beaked_dolphin/7200500y_45200d0b1ccc.wav,2.565017,2.565017,60600,0.0022676135413348675,0.20407362373664267,5056.546622176947,8151.607421875002,4610.855222587586,0.14542700350284576,59.17968750000001,155.79835510253906,0.06282936036586761,0.011635606177151203,0.9255348443984985,0.24351981282234192,0.12998005747795105,0.5000000000000001,14.034997426659805,0.06853135313531353,2.634919269439706e-07,0.0001161978979331125,0.8545729964971542,
hf_wmms_parquet_3ec5558f88e5,hf_wmms_parquet,marine_mammal_whale,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/short_finned_pacific_pilot_whale/9100501d_3ec5558f88e5.wav,1.9825,1.9825,40000,0.010024581104516983,0.30309335552781247,6474.312308711996,10386.770148026315,3622.0266828578997,0.2508615553379059,4921.875,10.65816879272461,0.001438633305951953,0.00190561858471483,0.9966558218002319,0.028019564226269722,0.02112482488155365,0.5044136191677175,15.132408575031526,0.0664,5.953677828074433e-06,0.0005939078915524812,0.7491384446620941,
hf_wmms_parquet_b9b634c062f7,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/pantropical_spotted_dolphin/9004401v_b9b634c062f7.wav,0.992079,0.992079,60600,0.0318182036280632,0.38631713767694076,11889.627557517953,18819.659745065794,6650.025429703082,0.12971386313438416,21097.558593750004,22.260986328125,2.634718839544803e-06,2.97752812912222e-05,0.9999675750732422,0.13861122727394104,0.09108662605285645,1.007984031936128,15.119760479041917,0.06387788778877887,0.00010862837370950729,0.00341403226203143,0.8702861368656158,
hf_wmms_parquet_3a11289e2689,hf_wmms_parquet,marine_mammal_whale,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/sperm_whale/94004005_3a11289e2689.wav,0.628317,0.628317,60600,0.01554168201982975,0.18510833880499014,4512.840460924039,8181.591796875002,3984.814199951227,0.08360745012760162,7071.972656250001,340.26300048828125,0.043442294001579285,0.099178746342659,0.8573789596557617,0.08218317478895187,0.07419029623270035,12.73242987708793,14.32398361172392,0.07352310231023103,1.8055075997835957e-05,0.0011617195599316489,0.9163925498723984,
hf_wmms_parquet_c2f829380e7d,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/spinner_dolphin/7100801m_c2f829380e7d.wav,1.299375,1.299375,80000,0.024805044755339622,0.2831484670367199,10545.673474431518,12948.828125,4409.216715727166,0.08319159597158432,13945.3125,161.17343139648438,0.03542356193065643,0.013655192218720913,0.9509211778640747,0.1045338436961174,0.05993650108575821,0.7696007696007695,15.392015392015393,0.06,0.0001299814466619864,0.00524012143250683,0.9168084040284157,
hf_wmms_parquet_9534a12ab886,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/narwhal/6804000q_9534a12ab886.wav,1.19604,1.19604,60600,0.004190902225673199,0.2182839167207053,5641.817068097253,10586.73148777174,4616.177490460758,0.1048254519701004,2308.0078125000005,24.656869888305664,0.0004298325802665204,0.001025224570184946,0.9985448718070984,0.20349527895450592,0.10965236276388168,12.541390728476822,14.213576158940398,0.06484323432343234,8.653025247440382e-07,0.0002064716564459029,0.8951745480298996,
hf_wmms_parquet_737005959ed6,hf_wmms_parquet,marine_mammal_other,exact,/mnt/data/subsim/dataset/hydrophone/raw/hf_wmms_parquet/rough_toothed_dolphin/8501300h_737005959ed6.wav,1.218738,1.218738,81920,0.021862607449293137,0.08213305554999098,2866.337997335458,5669.583333333333,4296.400170031764,0.044292137026786804,80.0,1055.0897216796875,0.5448512434959412,0.12246745079755783,0.33268141746520996,0.07828380167484283,0.049753133207559586,0.8205210388725848,13.128336621961358,0.0725341796875,8.399508806178346e-05,0.0038419519836668543,0.9557078629732132,
